% do not modify the content
% generated by machine
% format: dimension   meta_grid
%         bssid       signal_strength
%         ......      ......

00:17:DF:AA:9B:A0 -62
00:17:DF:AA:9B:A1 -61
00:25:84:23:1C:71 -74
00:23:EB:3A:10:90 -37
00:02:2D:54:F0:FA -67
00:23:EB:0B:42:A1 -71
00:23:EB:3A:12:20 -45
00:25:84:23:1B:B1 -77
00:23:EB:3A:10:50 -48
00:23:EB:3A:11:30 -63
00:23:EB:0B:51:55 -77
00:23:EB:0B:51:85 -60
00:23:EB:3A:0F:00 -69

18 102
00:18:39:CC:77:46 -42
00:23:EB:0A:C1:75 -80
00:17:DF:AA:9B:A2 -62
00:17:DF:AA:9B:A3 -62
00:17:DF:AA:9B:A0 -61
00:25:84:23:1B:B0 -81
00:23:EB:3A:10:90 -36
00:25:84:23:1C:71 -74
00:23:EB:0B:42:A1 -79
00:23:EB:3A:12:20 -46
00:23:EB:0B:52:00 -64
00:25:84:23:1B:B1 -79
00:25:84:23:1C:70 -76
00:23:EB:3A:10:50 -49
00:23:EB:3A:11:30 -67
00:23:EB:0B:51:55 -72
00:18:39:CC:77:49 -77
00:23:EB:3A:0F:00 -70

18 102
00:18:39:CC:77:46 -43
00:23:EB:0A:C1:75 -80
00:17:DF:AA:9B:A2 -62
00:17:DF:AA:9B:A3 -62
00:17:DF:AA:9B:A0 -61
00:25:84:23:1B:B0 -81
00:23:EB:3A:10:90 -36
00:25:84:23:1C:71 -74
00:23:EB:0B:42:A1 -76
00:23:EB:3A:12:20 -48
00:23:EB:0B:52:00 -64
00:25:84:23:1B:B1 -77
00:25:84:23:1C:70 -76
00:23:EB:3A:10:50 -49
00:23:EB:3A:11:30 -62
00:23:EB:0B:51:55 -76
00:18:39:CC:77:49 -74
00:23:EB:3A:0F:00 -70

18 102
00:18:39:CC:77:46 -43
00:23:EB:0A:C1:75 -80
00:17:DF:AA:9B:A2 -62
00:17:DF:AA:9B:A3 -62
00:17:DF:AA:9B:A0 -61
00:25:84:23:1B:B0 -81
00:23:EB:3A:10:90 -36
00:25:84:23:1C:71 -74
00:23:EB:0B:42:A1 -75
00:23:EB:3A:12:20 -48
00:23:EB:0B:52:00 -64
00:25:84:23:1B:B1 -77
00:25:84:23:1C:70 -76
00:23:EB:3A:10:50 -49
00:23:EB:3A:11:30 -62
00:23:EB:0B:51:55 -76
00:18:39:CC:77:49 -74
00:23:EB:3A:0F:00 -70

18 102
00:18:39:CC:77:46 -43
00:23:EB:0A:C1:75 -80
00:17:DF:AA:9B:A2 -62
00:17:DF:AA:9B:A3 -62
00:17:DF:AA:9B:A0 -61
00:25:84:23:1B:B0 -81
00:23:EB:3A:10:90 -36
00:25:84:23:1C:71 -74
00:23:EB:0B:42:A1 -76
00:23:EB:3A:12:20 -48
00:23:EB:0B:52:00 -64
00:25:84:23:1B:B1 -77
00:25:84:23:1C:70 -76
00:23:EB:3A:10:50 -49
00:23:EB:3A:11:30 -62
00:23:EB:0B:51:55 -76
00:18:39:CC:77:49 -74
00:23:EB:3A:0F:00 -70

18 102
00:18:39:CC:77:46 -43
00:23:EB:0A:C1:75 -80
00:17:DF:AA:9B:A2 -62
00:17:DF:AA:9B:A3 -62
00:17:DF:AA:9B:A0 -61
00:25:84:23:1B:B0 -81
00:23:EB:3A:10:90 -36
00:25:84:23:1C:71 -74
00:23:EB:0B:42:A1 -74
00:23:EB:3A:12:20 -48
00:23:EB:0B:52:00 -64
00:25:84:23:1B:B1 -77
00:25:84:23:1C:70 -76
00:23:EB:3A:10:50 -49
00:23:EB:3A:11:30 -62
00:23:EB:0B:51:55 -76
00:18:39:CC:77:49 -74
00:23:EB:3A:0F:00 -70

18 102
00:18:39:CC:77:46 -43
00:23:EB:0A:C1:75 -80
00:17:DF:AA:9B:A2 -62
00:17:DF:AA:9B:A3 -62
00:17:DF:AA:9B:A0 -61
00:25:84:23:1B:B0 -81
00:23:EB:3A:10:90 -36
00:25:84:23:1C:71 -74
00:23:EB:0B:42:A1 -75
00:23:EB:3A:12:20 -48
00:23:EB:0B:52:00 -64
00:25:84:23:1B:B1 -77
00:25:84:23:1C:70 -76
00:23:EB:3A:10:50 -49
00:23:EB:3A:11:30 -62
00:23:EB:0B:51:55 -76
00:18:39:CC:77:49 -74
00:23:EB:3A:0F:00 -70

18 102
00:18:39:CC:77:46 -43
00:23:EB:0A:C1:75 -80
00:17:DF:AA:9B:A2 -62
00:17:DF:AA:9B:A3 -62
00:17:DF:AA:9B:A0 -61
00:25:84:23:1B:B0 -81
00:23:EB:3A:10:90 -36
00:25:84:23:1C:71 -74
00:23:EB:0B:42:A1 -76
00:23:EB:3A:12:20 -48
00:23:EB:0B:52:00 -64
00:25:84:23:1B:B1 -77
00:25:84:23:1C:70 -76
00:23:EB:3A:10:50 -49
00:23:EB:3A:11:30 -62
00:23:EB:0B:51:55 -76
00:18:39:CC:77:49 -74
00:23:EB:3A:0F:00 -70

16 99
00:23:EB:3A:11:D0 -66
00:18:39:CC:77:46 -47
00:17:DF:AA:9B:A2 -63
00:17:DF:AA:9B:A3 -60
00:17:DF:AA:9B:A0 -59
00:17:DF:AA:9B:A1 -66
00:23:EB:3A:10:90 -49
00:25:84:23:1C:71 -75
00:23:EB:3A:12:20 -50
00:02:2D:54:F0:FA -63
00:23:EB:0B:52:00 -74
00:23:EB:3A:10:50 -59
00:23:EB:0B:51:55 -67
00:23:EB:3A:17:60 -64
00:23:EB:0B:51:85 -59
00:23:EB:3A:0F:00 -67

18 99
00:23:EB:3A:11:D0 -66
00:18:39:CC:77:46 -65
00:17:DF:AA:9B:A2 -67
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9B:A1 -66
00:23:EB:3A:10:90 -61
00:25:84:23:1C:71 -64
00:23:EB:3A:12:20 -50
00:02:2D:54:F0:FA -63
00:23:EB:0B:52:00 -74
00:25:84:23:1C:70 -65
00:23:EB:3A:10:50 -65
00:23:EB:3A:17:60 -64
00:23:EB:0B:51:55 -67
00:23:EB:0B:51:85 -62
00:23:EB:3A:0F:00 -67
00:23:EB:3A:17:A0 -65
00:25:84:23:1D:D0 -67

17 99
00:18:39:CC:77:46 -42
00:23:EB:3A:11:D0 -66
00:17:DF:AA:9B:A2 -61
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9B:A0 -61
00:17:DF:AA:9B:A1 -63
00:23:EB:3A:10:90 -31
00:02:2D:54:F0:FA -75
00:23:EB:3A:12:20 -43
00:23:EB:0B:52:00 -79
00:25:84:23:1C:70 -80
00:23:EB:3A:10:50 -57
00:23:EB:3A:11:30 -66
00:23:EB:0B:51:55 -63
00:23:EB:0B:51:85 -63
00:23:EB:3A:0F:00 -67
00:25:84:23:1D:D0 -75

17 99
00:18:39:CC:77:46 -45
00:23:EB:3A:11:D0 -69
00:17:DF:AA:9B:A2 -60
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9B:A0 -62
00:17:DF:AA:9B:A1 -61
00:23:EB:3A:10:90 -32
00:02:2D:54:F0:FA -75
00:23:EB:3A:12:20 -48
00:23:EB:0B:52:00 -79
00:25:84:23:1C:70 -80
00:23:EB:3A:10:50 -57
00:23:EB:3A:11:30 -64
00:23:EB:0B:51:55 -63
00:23:EB:0B:51:85 -61
00:23:EB:3A:0F:00 -67
00:25:84:23:1D:D0 -73

19 99
00:18:39:CC:77:46 -45
00:23:EB:3A:11:D0 -69
00:17:DF:AA:9B:A2 -61
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9B:A0 -62
00:17:DF:AA:9B:A1 -61
00:25:84:23:1C:71 -80
00:23:EB:3A:10:90 -39
00:02:2D:54:F0:FA -77
00:23:EB:3A:12:20 -47
00:23:EB:0B:52:00 -79
00:25:84:23:1C:70 -80
00:23:EB:3A:10:50 -57
00:23:EB:3A:11:30 -64
00:23:EB:0B:51:55 -63
00:23:EB:0B:51:85 -61
00:23:EB:3A:0F:00 -67
00:23:EB:3A:17:A0 -81
00:25:84:23:1D:D0 -70

19 99
00:18:39:CC:77:46 -44
00:23:EB:3A:11:D0 -69
00:17:DF:AA:9B:A2 -61
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9B:A0 -62
00:17:DF:AA:9B:A1 -62
00:25:84:23:1C:71 -81
00:23:EB:3A:10:90 -30
00:02:2D:54:F0:FA -77
00:23:EB:3A:12:20 -43
00:23:EB:0B:52:00 -79
00:25:84:23:1C:70 -80
00:23:EB:3A:10:50 -55
00:23:EB:3A:11:30 -66
00:23:EB:0B:51:55 -63
00:23:EB:0B:51:85 -55
00:23:EB:3A:0F:00 -67
00:23:EB:3A:17:A0 -81
00:25:84:23:1D:D0 -70

19 99
00:18:39:CC:77:46 -45
00:23:EB:3A:11:D0 -69
00:17:DF:AA:9B:A2 -61
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9B:A0 -62
00:17:DF:AA:9B:A1 -62
00:25:84:23:1C:71 -78
00:23:EB:3A:10:90 -38
00:02:2D:54:F0:FA -77
00:23:EB:3A:12:20 -48
00:23:EB:0B:52:00 -79
00:25:84:23:1C:70 -80
00:23:EB:3A:10:50 -55
00:23:EB:3A:11:30 -63
00:23:EB:0B:51:55 -71
00:23:EB:0B:51:85 -55
00:23:EB:3A:0F:00 -66
00:23:EB:3A:17:A0 -81
00:25:84:23:1D:D0 -70

19 99
00:18:39:CC:77:46 -47
00:23:EB:3A:11:D0 -69
00:17:DF:AA:9B:A2 -61
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9B:A0 -61
00:17:DF:AA:9B:A1 -62
00:25:84:23:1C:71 -78
00:23:EB:3A:10:90 -31
00:02:2D:54:F0:FA -77
00:23:EB:3A:12:20 -44
00:23:EB:0B:52:00 -79
00:25:84:23:1C:70 -80
00:23:EB:3A:10:50 -59
00:23:EB:3A:11:30 -66
00:23:EB:0B:51:55 -71
00:23:EB:0B:51:85 -55
00:23:EB:3A:0F:00 -68
00:23:EB:3A:17:A0 -81
00:25:84:23:1D:D0 -70

19 99
00:18:39:CC:77:46 -44
00:23:EB:3A:11:D0 -69
00:17:DF:AA:9B:A2 -61
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9B:A0 -61
00:17:DF:AA:9B:A1 -62
00:25:84:23:1C:71 -78
00:23:EB:3A:10:90 -39
00:02:2D:54:F0:FA -77
00:23:EB:3A:12:20 -43
00:23:EB:0B:52:00 -79
00:25:84:23:1C:70 -80
00:23:EB:3A:10:50 -59
00:23:EB:3A:11:30 -66
00:23:EB:0B:51:55 -64
00:23:EB:0B:51:85 -61
00:23:EB:3A:0F:00 -68
00:23:EB:3A:17:A0 -81
00:25:84:23:1D:D0 -70

17 99
00:18:39:CC:77:46 -43
00:23:EB:3A:11:D0 -70
00:17:DF:AA:9B:A2 -61
00:17:DF:AA:9B:A3 -60
00:17:DF:AA:9B:A0 -61
00:17:DF:AA:9B:A1 -62
00:23:EB:3A:10:90 -58
00:23:EB:3A:12:20 -46
00:02:2D:54:F0:FA -77
00:25:84:23:1B:B1 -82
00:25:84:23:1C:70 -80
00:23:EB:3A:10:50 -58
00:23:EB:3A:11:30 -64
00:23:EB:0B:51:55 -67
00:23:EB:0B:51:85 -63
00:23:EB:3A:0F:00 -77
00:25:84:23:1D:D0 -71

18 100
00:18:39:CC:77:46 -43
00:23:EB:3A:11:D0 -70
00:17:DF:AA:9B:A2 -61
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9B:A0 -59
00:17:DF:AA:9B:A1 -62
00:25:84:23:1C:71 -80
00:23:EB:3A:10:90 -41
00:23:EB:3A:12:20 -50
00:02:2D:54:F0:FA -77
00:25:84:23:1B:B1 -82
00:25:84:23:1C:70 -80
00:23:EB:3A:10:50 -58
00:23:EB:3A:11:30 -66
00:23:EB:0B:51:55 -64
00:23:EB:0B:51:85 -68
00:23:EB:3A:0F:00 -67
00:25:84:23:1D:D0 -74

20 100
00:23:EB:3A:11:D0 -77
00:18:39:CC:77:46 -48
00:17:DF:AA:9B:A2 -70
00:17:DF:AA:9B:A3 -70
00:17:DF:AA:9B:A0 -70
00:17:DF:AA:9B:A1 -67
00:25:84:23:1C:71 -77
00:23:EB:3A:10:90 -40
00:23:EB:0B:42:A1 -80
00:23:EB:3A:12:20 -48
00:25:84:23:1B:B1 -81
00:23:EB:0B:52:00 -63
00:23:EB:3A:10:50 -56
00:23:EB:3A:11:30 -70
00:17:DF:AA:9E:C3 -76
00:23:EB:0B:51:85 -55
00:17:DF:AA:9E:C1 -79
00:17:DF:AA:9E:C2 -75
00:23:EB:3A:0F:00 -69
00:25:84:23:1D:D0 -73

19 100
00:18:39:CC:77:46 -44
00:23:EB:3A:13:F0 -84
00:23:EB:0A:C1:75 -71
00:17:DF:AA:9B:A2 -69
00:17:DF:AA:9B:A3 -69
00:17:DF:AA:9B:A0 -71
00:23:EB:0B:4F:F5 -83
00:23:EB:3A:10:90 -39
00:25:84:23:1C:71 -77
00:02:2D:54:F0:FA -72
00:23:EB:0B:42:A1 -80
00:23:EB:3A:12:20 -48
00:23:EB:3A:10:50 -54
00:23:EB:3A:11:30 -70
00:18:39:CC:77:49 -80
00:23:EB:0B:51:55 -68
00:23:EB:0B:51:85 -55
00:23:EB:3A:0F:00 -68
00:23:EB:3A:17:A0 -76

16 100
00:18:39:CC:77:46 -44
00:23:EB:3A:13:F0 -69
00:23:EB:3A:11:D0 -68
00:17:DF:AA:9B:A2 -71
00:17:DF:AA:9B:A3 -71
00:17:DF:AA:9B:A0 -70
00:17:DF:AA:9B:A1 -69
00:23:EB:3A:10:90 -54
00:02:2D:54:F0:FA -68
00:23:EB:3A:12:20 -47
00:23:EB:0B:42:A1 -77
00:23:EB:3A:10:50 -55
00:23:EB:3A:11:30 -69
00:23:EB:3A:17:60 -69
00:23:EB:0B:51:55 -68
00:23:EB:0B:51:85 -56

16 100
00:18:39:CC:77:46 -45
00:23:EB:3A:13:F0 -83
00:17:DF:AA:9B:A2 -68
00:17:DF:AA:9B:A3 -67
00:17:DF:AA:9E:C0 -75
00:25:84:23:1C:71 -77
00:23:EB:3A:10:90 -41
00:23:EB:3A:12:20 -46
00:25:84:23:1C:70 -76
00:23:EB:3A:10:50 -52
00:17:DF:AA:9E:C3 -75
00:23:EB:0B:51:55 -68
00:17:DF:AA:9E:C1 -75
00:23:EB:3A:0F:00 -67
00:23:EB:3A:17:A0 -78
00:25:84:23:1D:D0 -78

20 100
00:18:39:CC:77:46 -49
00:23:EB:3A:13:F0 -83
00:17:DF:AA:9B:A2 -72
00:17:DF:AA:9B:A3 -72
00:17:DF:AA:9B:A0 -72
00:17:DF:AA:9E:C0 -75
00:25:84:23:1C:71 -77
00:23:EB:3A:10:90 -40
00:02:2D:54:F0:FA -79
00:23:EB:3A:12:20 -48
00:25:84:23:1C:70 -76
00:23:EB:3A:10:50 -52
00:23:EB:3A:11:30 -65
00:17:DF:AA:9E:C3 -75
00:23:EB:0B:51:55 -68
00:23:EB:0B:51:85 -55
00:17:DF:AA:9E:C1 -75
00:23:EB:3A:0F:00 -76
00:25:84:23:1D:D0 -78
00:23:EB:3A:17:A0 -78

16 100
00:18:39:CC:77:46 -44
00:17:DF:AA:9B:A2 -72
00:17:DF:AA:9B:A3 -72
00:23:EB:3A:10:90 -40
00:25:84:23:1C:71 -76
00:02:2D:54:F0:FA -77
00:23:EB:0B:42:A1 -77
00:23:EB:3A:12:20 -47
00:23:EB:3A:05:00 -81
00:23:EB:0B:52:00 -70
00:25:84:23:1C:70 -76
00:23:EB:3A:10:50 -59
00:18:39:CC:77:49 -79
00:23:EB:0B:51:55 -66
00:23:EB:0B:51:85 -56
00:25:84:23:1D:D0 -74

18 100
00:18:39:CC:77:46 -47
00:17:DF:AA:9B:A2 -68
00:23:EB:0A:C1:75 -73
00:17:DF:AA:9B:A3 -70
00:17:DF:AA:9B:A0 -68
00:17:DF:AA:9B:A1 -67
00:25:84:23:1C:71 -77
00:23:EB:3A:10:90 -37
00:23:EB:0B:42:A1 -76
00:23:EB:3A:12:20 -50
00:02:2D:54:F0:FA -79
00:23:EB:0B:42:A0 -77
00:23:EB:0B:52:00 -82
00:23:EB:3A:10:50 -63
00:23:EB:3A:11:30 -68
00:23:EB:0B:51:55 -73
00:18:39:CC:77:49 -79
00:23:EB:0B:51:85 -60

20 100
00:23:EB:3A:11:D0 -69
00:18:39:CC:77:46 -44
00:17:DF:AA:9B:A2 -71
00:23:EB:0A:C1:75 -73
00:17:DF:AA:9B:A3 -72
00:17:DF:AA:9B:A0 -69
00:17:DF:AA:9B:A1 -67
00:25:84:23:1C:71 -78
00:23:EB:3A:10:90 -38
00:23:EB:0B:42:A1 -76
00:23:EB:3A:12:20 -46
00:02:2D:54:F0:FA -79
00:23:EB:0B:42:A0 -77
00:23:EB:0B:52:00 -82
00:23:EB:3A:10:50 -63
00:23:EB:3A:11:30 -63
00:23:EB:0B:51:55 -71
00:18:39:CC:77:49 -79
00:23:EB:0B:51:85 -65
00:23:EB:3A:0F:00 -67

18 100
00:23:EB:3A:11:D0 -69
00:23:EB:3A:13:F0 -81
00:18:39:CC:77:46 -51
00:23:EB:0A:C1:75 -74
00:17:DF:AA:9B:A2 -71
00:17:DF:AA:9B:A3 -71
00:17:DF:AA:9B:A0 -72
00:23:EB:3A:10:90 -37
00:25:84:23:1C:71 -77
00:23:EB:3A:12:20 -46
00:23:EB:0B:52:00 -74
00:23:EB:0B:42:A0 -80
00:23:EB:3A:10:50 -58
00:23:EB:3A:11:30 -65
00:23:EB:0B:51:55 -67
00:23:EB:0B:51:85 -55
00:23:EB:3A:0F:00 -66
00:25:84:23:1D:D0 -73

16 101
00:18:39:CC:77:46 -56
00:17:DF:AA:9B:A2 -69
00:17:DF:AA:9B:A3 -69
00:17:DF:AA:9B:A0 -68
00:25:84:23:1C:71 -77
00:23:EB:3A:10:90 -45
00:23:EB:3A:12:20 -57
00:23:EB:0B:42:A1 -71
00:02:2D:54:F0:FA -56
00:23:EB:0B:42:A0 -63
00:25:84:23:1C:70 -77
00:23:EB:3A:10:50 -53
00:23:EB:3A:11:30 -76
00:23:EB:0B:51:85 -55
00:23:EB:3A:0F:00 -71
00:25:84:23:1D:D0 -81

17 101
00:18:39:CC:77:46 -56
00:17:DF:AA:9B:A2 -69
00:17:DF:AA:9B:A3 -69
00:17:DF:AA:9B:A0 -68
00:25:84:23:1C:71 -70
00:23:EB:3A:10:90 -45
00:23:EB:3A:12:20 -57
00:23:EB:0B:42:A1 -61
00:02:2D:54:F0:FA -56
00:23:EB:0B:42:A0 -63
00:23:EB:0A:BE:11 -84
00:25:84:23:1C:70 -77
00:23:EB:3A:10:50 -53
00:23:EB:3A:11:30 -76
00:23:EB:0B:51:85 -55
00:23:EB:3A:0F:00 -71
00:25:84:23:1D:D0 -81

19 101
00:18:39:CC:77:46 -57
00:23:EB:0A:C1:75 -79
00:17:DF:AA:9B:A2 -68
00:17:DF:AA:9B:A3 -68
00:17:DF:AA:9B:A0 -69
00:25:84:23:1C:71 -69
00:23:EB:3A:10:90 -43
00:23:EB:3A:12:20 -60
00:23:EB:0B:42:A1 -67
00:02:2D:54:F0:FA -55
00:23:EB:0B:42:A0 -65
00:23:EB:0A:BE:11 -84
00:25:84:23:1C:70 -65
00:23:EB:3A:10:50 -53
00:23:EB:3A:11:30 -75
00:18:39:CC:77:49 -84
00:23:EB:0B:51:85 -55
00:23:EB:3A:0F:00 -64
00:25:84:23:1D:D0 -81

18 101
00:18:39:CC:77:46 -53
00:17:DF:AA:9B:A2 -66
00:17:DF:AA:9B:A3 -66
00:17:DF:AA:9B:A0 -65
00:25:84:23:1C:71 -74
00:23:EB:3A:10:90 -43
00:23:EB:3A:12:20 -56
00:02:2D:54:F0:FA -55
00:23:EB:0B:42:A1 -65
00:23:EB:0B:52:00 -74
00:25:84:23:1C:70 -71
00:23:EB:0A:BE:11 -84
00:23:EB:3A:10:50 -54
00:23:EB:3A:11:30 -75
00:18:39:CC:77:49 -82
00:23:EB:3A:0F:00 -64
00:23:EB:3A:17:A0 -82
00:25:84:23:1D:D0 -76

20 101
00:18:39:CC:77:46 -54
00:17:DF:AA:9B:A2 -66
00:17:DF:AA:9B:A3 -66
00:17:DF:AA:9B:A0 -65
00:23:EB:0A:BF:50 -78
00:23:EB:3A:10:90 -43
00:25:84:23:1C:71 -69
00:23:EB:0B:42:A1 -70
00:02:2D:54:F0:FA -56
00:23:EB:3A:12:20 -57
00:23:EB:0B:42:A0 -71
00:23:EB:0B:52:00 -73
00:23:EB:0A:BE:11 -84
00:25:84:23:1C:70 -71
00:23:EB:3A:10:50 -51
00:23:EB:3A:11:30 -76
00:18:39:CC:77:49 -82
00:23:EB:3A:0F:00 -64
00:23:EB:3A:17:A0 -82
00:25:84:23:1D:D0 -76

20 101
00:18:39:CC:77:46 -61
00:17:DF:AA:9B:A2 -67
00:17:DF:AA:9B:A3 -68
00:17:DF:AA:9B:A0 -66
00:23:EB:0A:BF:50 -78
00:23:EB:3A:10:90 -43
00:25:84:23:1C:71 -68
00:23:EB:0B:42:A1 -67
00:02:2D:54:F0:FA -56
00:23:EB:3A:12:20 -56
00:23:EB:0B:42:A0 -68
00:23:EB:0B:52:00 -73
00:23:EB:0A:BE:11 -84
00:25:84:23:1C:70 -71
00:23:EB:3A:10:50 -54
00:23:EB:3A:11:30 -76
00:18:39:CC:77:49 -82
00:23:EB:3A:0F:00 -64
00:23:EB:3A:17:A0 -82
00:25:84:23:1D:D0 -76

20 101
00:18:39:CC:77:46 -55
00:17:DF:AA:9B:A2 -66
00:17:DF:AA:9B:A3 -66
00:17:DF:AA:9B:A0 -66
00:23:EB:0A:BF:50 -79
00:23:EB:3A:10:90 -43
00:25:84:23:1C:71 -72
00:23:EB:0B:42:A1 -65
00:02:2D:54:F0:FA -55
00:23:EB:3A:12:20 -56
00:23:EB:0B:42:A0 -67
00:23:EB:0B:52:00 -73
00:23:EB:0A:BE:11 -84
00:25:84:23:1C:70 -71
00:23:EB:3A:10:50 -61
00:23:EB:3A:11:30 -76
00:18:39:CC:77:49 -82
00:23:EB:3A:0F:00 -64
00:23:EB:3A:17:A0 -82
00:25:84:23:1D:D0 -76

16 101
00:18:39:CC:77:46 -53
00:17:DF:AA:9B:A2 -66
00:17:DF:AA:9B:A3 -66
00:17:DF:AA:9B:A0 -65
00:23:EB:0A:BF:50 -78
00:25:84:23:1C:71 -70
00:23:EB:3A:10:90 -44
00:23:EB:0B:42:A1 -67
00:02:2D:54:F0:FA -55
00:23:EB:3A:12:20 -56
00:23:EB:0B:42:A0 -64
00:23:EB:0B:52:00 -73
00:23:EB:0A:BE:11 -82
00:23:EB:3A:10:50 -52
00:18:39:CC:77:49 -82
00:23:EB:3A:17:A0 -75

18 101
00:18:39:CC:77:46 -66
00:17:DF:AA:9B:A2 -68
00:17:DF:AA:9B:A3 -64
00:17:DF:AA:9B:A0 -65
00:23:EB:0A:BF:50 -78
00:23:EB:3A:10:90 -49
00:25:84:23:1C:71 -80
00:23:EB:0B:42:A1 -69
00:02:2D:54:F0:FA -55
00:23:EB:3A:12:20 -56
00:23:EB:0B:52:00 -73
00:23:EB:0B:42:A0 -65
00:23:EB:0A:BE:11 -82
00:23:EB:3A:10:50 -53
00:23:EB:0B:51:55 -76
00:18:39:CC:77:49 -68
00:23:EB:3A:0F:00 -76
00:23:EB:3A:17:A0 -75

19 101
00:18:39:CC:77:46 -54
00:17:DF:AA:9B:A2 -68
00:17:DF:AA:9B:A3 -64
00:17:DF:AA:9B:A0 -66
00:17:DF:AA:9B:A1 -66
00:23:EB:0A:BF:50 -78
00:23:EB:3A:10:90 -44
00:25:84:23:1C:71 -80
00:23:EB:0B:42:A1 -68
00:02:2D:54:F0:FA -55
00:23:EB:3A:12:20 -60
00:23:EB:0B:52:00 -73
00:23:EB:0B:42:A0 -65
00:23:EB:0A:BE:11 -82
00:23:EB:3A:10:50 -54
00:23:EB:0B:51:55 -76
00:18:39:CC:77:49 -84
00:23:EB:3A:0F:00 -76
00:23:EB:3A:17:A0 -75

16 96
00:23:EB:3A:11:D0 -74
00:18:39:CC:77:46 -47
00:17:DF:AA:9B:A2 -68
00:17:DF:AA:9B:A3 -68
00:17:DF:AA:9B:A0 -68
00:17:DF:AA:9B:A1 -68
00:23:EB:3A:10:90 -35
00:25:84:23:1C:71 -75
00:23:EB:3A:12:20 -48
00:25:84:23:1B:B1 -81
00:25:84:23:1C:70 -83
00:23:EB:3A:10:50 -54
00:23:EB:3A:11:30 -69
00:23:EB:0B:51:55 -67
00:23:EB:0B:51:85 -55
00:25:84:23:1D:D0 -80

16 96
00:23:EB:3A:11:D0 -77
00:18:39:CC:77:46 -46
00:17:DF:AA:9B:A2 -71
00:17:DF:AA:9B:A3 -71
00:17:DF:AA:9B:A0 -70
00:17:DF:AA:9B:A1 -68
00:25:84:23:1C:71 -77
00:23:EB:3A:10:90 -36
00:23:EB:3A:12:20 -49
00:25:84:23:1B:B1 -81
00:25:84:23:1C:70 -83
00:23:EB:3A:10:50 -53
00:23:EB:3A:11:30 -68
00:23:EB:0B:51:55 -67
00:23:EB:0B:51:85 -55
00:25:84:23:1D:D0 -80

18 96
00:23:EB:3A:11:D0 -77
00:18:39:CC:77:46 -48
00:17:DF:AA:9B:A2 -71
00:17:DF:AA:9B:A3 -72
00:17:DF:AA:9B:A0 -70
00:17:DF:AA:9B:A1 -70
00:25:84:23:1B:B0 -80
00:25:84:23:1C:71 -77
00:23:EB:3A:10:90 -34
00:02:2D:54:F0:FA -68
00:23:EB:3A:12:20 -48
00:25:84:23:1B:B1 -81
00:25:84:23:1C:70 -83
00:23:EB:3A:10:50 -57
00:23:EB:3A:11:30 -68
00:23:EB:0B:51:55 -67
00:23:EB:0B:51:85 -56
00:25:84:23:1D:D0 -80

19 96
00:23:EB:3A:11:D0 -77
00:18:39:CC:77:46 -47
00:17:DF:AA:9B:A2 -70
00:17:DF:AA:9B:A3 -71
00:17:DF:AA:9B:A0 -70
00:17:DF:AA:9B:A1 -71
00:25:84:23:1B:B0 -80
00:25:84:23:1C:71 -77
00:23:EB:3A:10:90 -35
00:02:2D:54:F0:FA -68
00:23:EB:3A:12:20 -49
00:25:84:23:1B:B1 -81
00:25:84:23:1C:70 -83
00:23:EB:3A:10:50 -60
00:23:EB:3A:11:30 -70
00:23:EB:0B:51:55 -67
00:23:EB:0B:51:85 -54
00:23:EB:3A:0F:00 -77
00:25:84:23:1D:D0 -80

19 96
00:23:EB:3A:11:D0 -77
00:18:39:CC:77:46 -43
00:17:DF:AA:9B:A2 -71
00:17:DF:AA:9B:A3 -70
00:17:DF:AA:9B:A0 -70
00:17:DF:AA:9B:A1 -71
00:25:84:23:1B:B0 -80
00:25:84:23:1C:71 -82
00:23:EB:3A:10:90 -34
00:02:2D:54:F0:FA -68
00:23:EB:3A:12:20 -49
00:25:84:23:1B:B1 -82
00:25:84:23:1C:70 -72
00:23:EB:3A:10:50 -54
00:23:EB:3A:11:30 -70
00:23:EB:0B:51:55 -63
00:23:EB:0B:51:85 -54
00:23:EB:3A:0F:00 -74
00:25:84:23:1D:D0 -80

19 96
00:23:EB:3A:11:D0 -76
00:18:39:CC:77:46 -49
00:17:DF:AA:9B:A2 -70
00:17:DF:AA:9B:A3 -71
00:17:DF:AA:9B:A0 -70
00:17:DF:AA:9B:A1 -71
00:25:84:23:1B:B0 -80
00:25:84:23:1C:71 -80
00:23:EB:3A:10:90 -35
00:02:2D:54:F0:FA -68
00:23:EB:3A:12:20 -48
00:25:84:23:1B:B1 -82
00:25:84:23:1C:70 -72
00:23:EB:3A:10:50 -54
00:23:EB:3A:11:30 -68
00:23:EB:0B:51:55 -76
00:23:EB:0B:51:85 -56
