% do not modify the content
% generated by machine
% format: dimension   meta_grid
%         bssid       signal_strength
%         ......      ......

00:17:DF:AA:9E:C3 -30
00:17:DF:AA:9E:C1 -30
00:17:DF:AA:9E:C2 -31

19 17
00:25:84:23:00:10 -55
00:23:EB:0B:EA:30 -83
00:17:DF:AA:9B:A2 -78
00:23:EB:0A:BD:F5 -76
00:17:DF:AA:9B:A3 -79
00:17:DF:AA:9B:A0 -80
00:17:DF:AA:9E:C0 -30
00:17:DF:AA:9B:A1 -78
00:23:EB:0B:51:E1 -82
00:23:EB:3A:15:00 -58
00:23:EB:0A:C1:E0 -41
00:23:EB:0A:BF:50 -53
00:23:EB:0A:CC:95 -62
00:27:19:D6:F9:14 -79
00:25:84:22:FF:90 -80
00:25:84:22:EF:70 -79
00:17:DF:AA:9E:C3 -30
00:17:DF:AA:9E:C1 -30
00:17:DF:AA:9E:C2 -30

19 17
00:25:84:23:00:10 -53
00:23:EB:0B:EA:30 -83
00:17:DF:AA:9B:A2 -78
00:23:EB:0A:BD:F5 -76
00:17:DF:AA:9B:A3 -79
00:17:DF:AA:9E:C0 -29
00:17:DF:AA:9B:A0 -80
00:17:DF:AA:9B:A1 -78
00:23:EB:0B:51:E1 -83
00:23:EB:0A:C1:E0 -42
00:23:EB:3A:15:00 -64
00:23:EB:0A:CC:95 -64
00:23:EB:0A:BF:50 -59
00:27:19:D6:F9:14 -79
00:25:84:22:FF:90 -80
00:25:84:22:EF:70 -79
00:17:DF:AA:9E:C3 -29
00:17:DF:AA:9E:C1 -28
00:17:DF:AA:9E:C2 -29

19 17
00:25:84:23:00:10 -51
00:23:EB:0B:EA:30 -83
00:17:DF:AA:9B:A2 -78
00:23:EB:0A:BD:F5 -76
00:17:DF:AA:9B:A3 -79
00:17:DF:AA:9E:C0 -28
00:17:DF:AA:9B:A0 -80
00:17:DF:AA:9B:A1 -78
00:23:EB:0B:51:E1 -83
00:23:EB:0A:C1:E0 -39
00:23:EB:3A:15:00 -61
00:23:EB:0A:CC:95 -61
00:23:EB:0A:BF:50 -54
00:27:19:D6:F9:14 -79
00:25:84:22:FF:90 -80
00:25:84:22:EF:70 -79
00:17:DF:AA:9E:C3 -26
00:17:DF:AA:9E:C1 -27
00:17:DF:AA:9E:C2 -28

19 17
00:25:84:23:00:10 -59
00:23:EB:0B:EA:30 -83
00:17:DF:AA:9B:A2 -78
00:23:EB:0A:BD:F5 -78
00:17:DF:AA:9B:A3 -79
00:17:DF:AA:9E:C0 -30
00:17:DF:AA:9B:A0 -80
00:17:DF:AA:9B:A1 -78
00:23:EB:0B:51:E1 -83
00:23:EB:0A:C1:E0 -40
00:23:EB:3A:15:00 -65
00:23:EB:0A:CC:95 -59
00:23:EB:0A:BF:50 -57
00:27:19:D6:F9:14 -79
00:25:84:22:FF:90 -80
00:25:84:22:EF:70 -80
00:17:DF:AA:9E:C3 -30
00:17:DF:AA:9E:C1 -29
00:17:DF:AA:9E:C2 -30

20 17
00:25:84:23:00:10 -52
00:23:EB:0B:EA:30 -83
00:17:DF:AA:9B:A2 -78
00:23:EB:0A:BD:F5 -78
00:17:DF:AA:9B:A3 -77
00:17:DF:AA:9E:C0 -28
00:17:DF:AA:9B:A0 -77
00:17:DF:AA:9B:A1 -78
00:23:EB:0B:51:E1 -83
00:23:EB:0A:C1:E0 -39
00:23:EB:3A:15:00 -60
00:23:EB:0A:C0:35 -79
00:23:EB:0A:CC:95 -65
00:23:EB:0A:BF:50 -55
00:27:19:D6:F9:14 -79
00:25:84:22:FF:90 -82
00:25:84:22:EF:70 -80
00:17:DF:AA:9E:C3 -28
00:17:DF:AA:9E:C1 -29
00:17:DF:AA:9E:C2 -29

20 17
00:25:84:23:00:10 -56
00:23:EB:0B:EA:30 -83
00:17:DF:AA:9B:A2 -74
00:23:EB:0A:BD:F5 -78
00:17:DF:AA:9B:A3 -74
00:17:DF:AA:9E:C0 -31
00:17:DF:AA:9B:A0 -74
00:17:DF:AA:9B:A1 -78
00:23:EB:0B:51:E1 -83
00:23:EB:0A:C1:E0 -32
00:23:EB:3A:15:00 -60
00:23:EB:0A:C0:35 -79
00:23:EB:0A:CC:95 -65
00:23:EB:0A:BF:50 -55
00:27:19:D6:F9:14 -79
00:25:84:22:FF:90 -82
00:25:84:22:EF:70 -80
00:17:DF:AA:9E:C3 -29
00:17:DF:AA:9E:C1 -28
00:17:DF:AA:9E:C2 -29

16 18
00:25:84:23:00:10 -59
00:40:5A:23:C5:51 -84
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -31
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -45
00:23:EB:3A:15:00 -75
00:23:EB:0A:CC:95 -63
00:23:EB:0A:BF:50 -67
00:25:84:22:FF:90 -79
00:17:DF:AA:9E:C3 -30
00:17:DF:AA:9E:C1 -30
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -29
00:21:55:60:EA:73 -79
00:21:55:60:EA:71 -81

16 18
00:40:5A:23:C5:51 -84
00:25:84:23:00:10 -59
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -29
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -46
00:23:EB:3A:15:00 -77
00:23:EB:0A:CC:95 -67
00:23:EB:0A:BF:50 -72
00:25:84:22:FF:90 -79
00:17:DF:AA:9E:C3 -29
00:17:DF:AA:9E:C1 -33
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -31
00:21:55:60:EA:73 -79
00:21:55:60:EA:71 -82

17 18
00:40:5A:23:C5:50 -85
00:40:5A:23:C5:51 -84
00:25:84:23:00:10 -68
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -30
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -42
00:23:EB:3A:15:00 -69
00:23:EB:0A:CC:95 -68
00:23:EB:0A:BF:50 -58
00:25:84:22:FF:90 -81
00:17:DF:AA:9E:C3 -29
00:17:DF:AA:9E:C1 -31
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -31
00:21:55:60:EA:73 -79
00:21:55:60:EA:71 -82

17 18
00:40:5A:23:C5:50 -85
00:40:5A:23:C5:51 -84
00:25:84:23:00:10 -59
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -30
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -41
00:23:EB:3A:15:00 -67
00:23:EB:0A:CC:95 -69
00:23:EB:0A:BF:50 -58
00:25:84:22:FF:90 -81
00:17:DF:AA:9E:C3 -31
00:17:DF:AA:9E:C1 -31
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -30
00:21:55:60:EA:73 -79
00:21:55:60:EA:71 -82

17 18
00:40:5A:23:C5:50 -83
00:40:5A:23:C5:51 -84
00:25:84:23:00:10 -59
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -29
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -41
00:23:EB:3A:15:00 -67
00:23:EB:0A:CC:95 -65
00:23:EB:0A:BF:50 -58
00:25:84:22:FF:90 -81
00:17:DF:AA:9E:C3 -31
00:17:DF:AA:9E:C1 -31
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -31
00:21:55:60:EA:73 -79
00:21:55:60:EA:71 -82

17 18
00:40:5A:23:C5:50 -83
00:40:5A:23:C5:51 -84
00:25:84:23:00:10 -59
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -32
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -47
00:23:EB:3A:15:00 -68
00:23:EB:0A:CC:95 -59
00:23:EB:0A:BF:50 -74
00:25:84:22:FF:90 -81
00:17:DF:AA:9E:C3 -31
00:17:DF:AA:9E:C1 -32
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -31
00:21:55:60:EA:73 -79
00:21:55:60:EA:71 -82

18 18
00:40:5A:23:C5:50 -83
00:40:5A:23:C5:51 -84
00:25:84:23:00:10 -60
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -31
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -40
00:23:EB:3A:15:00 -68
00:23:EB:0A:CC:95 -65
00:23:EB:0A:BF:50 -58
00:25:84:22:FF:90 -81
00:17:DF:AA:9E:C3 -31
00:17:DF:AA:9E:C1 -32
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -30
00:21:55:60:EA:72 -81
00:21:55:60:EA:73 -79
00:21:55:60:EA:71 -82

18 18
00:40:5A:23:C5:50 -83
00:40:5A:23:C5:51 -84
00:25:84:23:00:10 -59
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -32
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -46
00:23:EB:3A:15:00 -74
00:23:EB:0A:CC:95 -58
00:23:EB:0A:BF:50 -74
00:25:84:22:FF:90 -81
00:17:DF:AA:9E:C3 -31
00:17:DF:AA:9E:C1 -31
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -31
00:21:55:60:EA:72 -81
00:21:55:60:EA:73 -79
00:21:55:60:EA:71 -82

19 18
00:40:5A:23:C5:50 -83
00:40:5A:23:C5:51 -84
00:25:84:23:00:10 -59
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -31
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -40
00:23:EB:3A:15:00 -74
00:23:EB:0A:CC:95 -64
00:23:EB:0A:BF:50 -58
00:25:84:22:FF:90 -81
00:21:55:60:EA:76 -81
00:17:DF:AA:9E:C3 -31
00:17:DF:AA:9E:C1 -32
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -31
00:21:55:60:EA:72 -81
00:21:55:60:EA:73 -79
00:21:55:60:EA:71 -81

19 18
00:40:5A:23:C5:50 -83
00:40:5A:23:C5:51 -84
00:25:84:23:00:10 -59
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -31
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -45
00:23:EB:3A:15:00 -69
00:23:EB:0A:CC:95 -59
00:23:EB:0A:BF:50 -74
00:25:84:22:FF:90 -81
00:21:55:60:EA:76 -81
00:17:DF:AA:9E:C3 -31
00:17:DF:AA:9E:C1 -32
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -32
00:21:55:60:EA:72 -81
00:21:55:60:EA:73 -79
00:21:55:60:EA:71 -81

19 18
00:40:5A:23:C5:50 -83
00:40:5A:23:C5:51 -85
00:25:84:23:00:10 -60
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -34
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -39
00:23:EB:3A:15:00 -66
00:23:EB:0A:CC:95 -67
00:23:EB:0A:BF:50 -74
00:25:84:22:FF:90 -80
00:21:55:60:EA:76 -81
00:17:DF:AA:9E:C3 -31
00:17:DF:AA:9E:C1 -32
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -32
00:21:55:60:EA:72 -81
00:21:55:60:EA:73 -82
00:21:55:60:EA:71 -81

19 18
00:40:5A:23:C5:50 -83
00:40:5A:23:C5:51 -85
00:25:84:23:00:10 -61
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -31
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -45
00:23:EB:3A:15:00 -75
00:23:EB:0A:CC:95 -67
00:23:EB:0A:BF:50 -58
00:25:84:22:FF:90 -80
00:21:55:60:EA:76 -81
00:17:DF:AA:9E:C3 -31
00:17:DF:AA:9E:C1 -31
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -31
00:21:55:60:EA:72 -81
00:21:55:60:EA:73 -82
00:21:55:60:EA:71 -81

19 18
00:40:5A:23:C5:50 -83
00:40:5A:23:C5:51 -85
00:25:84:23:00:10 -61
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -31
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -45
00:23:EB:3A:15:00 -75
00:23:EB:0A:CC:95 -67
00:23:EB:0A:BF:50 -57
00:25:84:22:FF:90 -80
00:21:55:60:EA:76 -81
00:17:DF:AA:9E:C3 -31
00:17:DF:AA:9E:C1 -32
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -34
00:21:55:60:EA:72 -81
00:21:55:60:EA:73 -82
00:21:55:60:EA:71 -81

19 18
00:40:5A:23:C5:50 -83
00:40:5A:23:C5:51 -85
00:25:84:23:00:10 -60
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -32
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -39
00:23:EB:3A:15:00 -68
00:23:EB:0A:CC:95 -59
00:23:EB:0A:BF:50 -71
00:25:84:22:FF:90 -80
00:21:55:60:EA:76 -81
00:17:DF:AA:9E:C3 -31
00:17:DF:AA:9E:C1 -31
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -32
00:21:55:60:EA:72 -81
00:21:55:60:EA:73 -82
00:21:55:60:EA:71 -81

19 18
00:40:5A:23:C5:50 -83
00:40:5A:23:C5:51 -85
00:25:84:23:00:10 -62
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -32
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -50
00:23:EB:3A:15:00 -69
00:23:EB:0A:CC:95 -66
00:23:EB:0A:BF:50 -56
00:25:84:22:FF:90 -79
00:21:55:60:EA:76 -81
00:17:DF:AA:9E:C3 -32
00:17:DF:AA:9E:C1 -32
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -34
00:21:55:60:EA:72 -81
00:21:55:60:EA:73 -81
00:21:55:60:EA:71 -81

19 18
00:40:5A:23:C5:50 -83
00:40:5A:23:C5:51 -85
00:25:84:23:00:10 -61
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -31
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -38
00:23:EB:3A:15:00 -73
00:23:EB:0A:CC:95 -60
00:23:EB:0A:BF:50 -56
00:25:84:22:FF:90 -79
00:21:55:60:EA:76 -81
00:17:DF:AA:9E:C3 -31
00:17:DF:AA:9E:C1 -31
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -31
00:21:55:60:EA:72 -81
00:21:55:60:EA:73 -81
00:21:55:60:EA:71 -81

19 18
00:40:5A:23:C5:50 -83
00:40:5A:23:C5:51 -85
00:25:84:23:00:10 -60
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -32
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -39
00:23:EB:3A:15:00 -68
00:23:EB:0A:CC:95 -60
00:23:EB:0A:BF:50 -72
00:25:84:22:FF:90 -79
00:21:55:60:EA:76 -81
00:17:DF:AA:9E:C3 -32
00:17:DF:AA:9E:C1 -31
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -32
00:21:55:60:EA:72 -81
00:21:55:60:EA:73 -81
00:21:55:60:EA:71 -81

19 18
00:40:5A:23:C5:50 -83
00:40:5A:23:C5:51 -85
00:25:84:23:00:10 -60
00:23:EB:0A:BD:F5 -81
00:17:DF:AA:9E:C0 -31
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -43
00:23:EB:3A:15:00 -71
00:23:EB:0A:CC:95 -61
00:23:EB:0A:BF:50 -60
00:25:84:22:FF:90 -79
00:21:55:60:EA:76 -81
00:17:DF:AA:9E:C3 -31
00:17:DF:AA:9E:C1 -31
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -31
00:21:55:60:EA:72 -81
00:21:55:60:EA:73 -81
00:21:55:60:EA:71 -81

19 18
00:40:5A:23:C5:50 -83
00:40:5A:23:C5:51 -85
00:25:84:23:00:10 -64
00:23:EB:0A:BD:F5 -83
00:17:DF:AA:9E:C0 -32
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -37
00:23:EB:3A:15:00 -65
00:23:EB:0A:CC:95 -60
00:23:EB:0A:BF:50 -60
00:25:84:22:FF:90 -79
00:21:55:60:EA:76 -81
00:17:DF:AA:9E:C3 -31
00:17:DF:AA:9E:C1 -32
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -31
00:21:55:60:EA:72 -80
00:21:55:60:EA:73 -81
00:21:55:60:EA:71 -81

19 18
00:40:5A:23:C5:50 -83
00:40:5A:23:C5:51 -85
00:25:84:23:00:10 -58
00:23:EB:0A:BD:F5 -80
00:17:DF:AA:9E:C0 -31
00:17:DF:AA:9B:A1 -83
00:23:EB:0A:C1:E0 -43
00:23:EB:3A:15:00 -71
00:23:EB:0A:CC:95 -62
00:23:EB:0A:BF:50 -60
00:25:84:22:FF:90 -79
00:21:55:60:EA:76 -81
00:17:DF:AA:9E:C3 -30
00:17:DF:AA:9E:C1 -30
00:21:55:60:EA:75 -80
00:17:DF:AA:9E:C2 -29
00:21:55:60:EA:72 -80
00:21:55:60:EA:73 -81
00:21:55:60:EA:71 -81

16 19
1C:AF:F7:24:94:04 -82
00:25:84:23:00:10 -49
00:17:DF:AA:9B:A2 -75
00:17:DF:AA:9B:A3 -74
00:23:EB:0A:BD:F5 -72
00:17:DF:AA:9E:C0 -24
00:17:DF:AA:9B:A0 -74
00:23:EB:0A:C1:E0 -53
00:23:EB:3A:15:00 -70
00:23:EB:0A:CC:95 -51
00:23:EB:0A:BF:50 -58
00:25:84:22:FF:90 -78
00:25:84:22:EF:70 -73
00:17:DF:AA:9E:C3 -24
00:17:DF:AA:9E:C1 -23
00:17:DF:AA:9E:C2 -24

16 19
1C:AF:F7:24:94:04 -82
00:25:84:23:00:10 -58
00:17:DF:AA:9B:A2 -78
00:17:DF:AA:9B:A3 -76
00:23:EB:0A:BD:F5 -76
00:17:DF:AA:9E:C0 -26
00:17:DF:AA:9B:A0 -77
00:23:EB:0A:C1:E0 -46
00:23:EB:3A:15:00 -69
00:23:EB:0A:CC:95 -60
00:23:EB:0A:BF:50 -59
00:25:84:22:FF:90 -78
00:25:84:22:EF:70 -73
00:17:DF:AA:9E:C3 -25
00:17:DF:AA:9E:C1 -25
00:17:DF:AA:9E:C2 -28

17 19
1C:AF:F7:24:94:04 -82
00:25:84:23:00:10 -47
00:17:DF:AA:9B:A2 -70
00:17:DF:AA:9B:A3 -70
00:23:EB:0A:BD:F5 -70
00:17:DF:AA:9E:C0 -27
00:17:DF:AA:9B:A0 -71
00:23:EB:0A:C1:E0 -38
00:23:EB:3A:15:00 -62
00:23:EB:0A:CC:95 -61
00:23:EB:0A:BF:50 -59
00:25:84:22:FF:90 -78
00:25:84:22:EF:70 -79
00:17:DF:AA:9E:C3 -27
00:21:55:60:EA:76 -82
00:17:DF:AA:9E:C1 -27
00:17:DF:AA:9E:C2 -26

18 19
1C:AF:F7:24:94:04 -82
00:25:84:23:00:10 -55
00:17:DF:AA:9B:A2 -70
00:17:DF:AA:9B:A3 -70
00:23:EB:0A:BD:F5 -77
00:17:DF:AA:9E:C0 -27
00:17:DF:AA:9B:A0 -71
00:17:DF:AA:9B:A1 -77
00:23:EB:0A:C1:E0 -42
00:23:EB:3A:15:00 -64
00:23:EB:0A:CC:95 -60
00:23:EB:0A:BF:50 -53
00:25:84:22:FF:90 -78
00:25:84:22:EF:70 -79
00:17:DF:AA:9E:C3 -26
00:21:55:60:EA:76 -82
00:17:DF:AA:9E:C1 -27
00:17:DF:AA:9E:C2 -27

19 19
1C:AF:F7:24:94:04 -82
00:25:84:23:00:10 -57
00:17:DF:AA:9B:A2 -70
00:17:DF:AA:9B:A3 -70
00:23:EB:0A:BD:F5 -69
00:17:DF:AA:9E:C0 -26
00:17:DF:AA:9B:A0 -70
00:17:DF:AA:9B:A1 -77
00:23:EB:0A:C1:E0 -43
00:23:EB:3A:15:00 -63
00:23:EB:0A:CC:95 -60
00:23:EB:0A:BF:50 -58
00:25:84:22:FF:90 -77
00:25:84:22:EF:70 -78
00:17:DF:AA:9E:C3 -26
00:21:55:60:EA:76 -82
00:17:DF:AA:9E:C1 -26
00:21:55:60:EA:74 -83
00:17:DF:AA:9E:C2 -27

19 19
1C:AF:F7:24:94:04 -82
00:25:84:23:00:10 -56
00:17:DF:AA:9B:A2 -70
00:17:DF:AA:9B:A3 -70
00:23:EB:0A:BD:F5 -69
00:17:DF:AA:9E:C0 -28
00:17:DF:AA:9B:A0 -76
00:17:DF:AA:9B:A1 -77
00:23:EB:0A:C1:E0 -43
00:23:EB:3A:15:00 -64
00:23:EB:0A:CC:95 -59
00:23:EB:0A:BF:50 -53
00:25:84:22:FF:90 -74
00:25:84:22:EF:70 -78
00:17:DF:AA:9E:C3 -27
00:21:55:60:EA:76 -82
00:17:DF:AA:9E:C1 -27
00:21:55:60:EA:74 -83
00:17:DF:AA:9E:C2 -27

17 19
00:25:84:23:00:10 -57
00:17:DF:AA:9B:A2 -71
00:17:DF:AA:9B:A3 -71
00:23:EB:0A:BD:F5 -73
00:17:DF:AA:9E:C0 -27
00:17:DF:AA:9B:A0 -73
00:23:EB:3A:15:00 -60
00:23:EB:0A:C1:E0 -41
00:25:84:23:1E:05 -78
00:23:EB:0A:BF:50 -57
00:23:EB:0A:CC:95 -59
00:25:84:22:FF:90 -74
00:17:DF:AA:9E:C3 -27
00:17:DF:AA:9E:C1 -27
00:21:55:60:EA:74 -83
00:17:DF:AA:9E:C2 -27
00:21:55:60:EA:70 -82

18 19
00:25:84:23:00:10 -57
00:17:DF:AA:9B:A2 -72
00:23:EB:0A:BD:F5 -80
00:17:DF:AA:9B:A3 -71
00:17:DF:AA:9B:A0 -72
00:17:DF:AA:9E:C0 -25
00:17:DF:AA:9B:A1 -71
00:23:EB:0A:C1:E0 -41
00:23:EB:3A:15:00 -60
00:25:84:23:1E:05 -78
00:23:EB:0A:CC:95 -56
00:23:EB:0A:BF:50 -55
00:25:84:22:FF:90 -76
00:17:DF:AA:9E:C3 -26
00:17:DF:AA:9E:C1 -26
00:21:55:60:EA:74 -83
00:17:DF:AA:9E:C2 -29
00:21:55:60:EA:70 -82

19 19
00:25:84:23:00:10 -45
00:17:DF:AA:9B:A2 -74
00:23:EB:0A:BD:F5 -80
00:17:DF:AA:9B:A3 -72
00:17:DF:AA:9B:A0 -72
00:17:DF:AA:9E:C0 -28
00:17:DF:AA:9B:A1 -71
00:23:EB:0A:C1:E0 -40
00:23:EB:3A:15:00 -61
00:25:84:23:1E:05 -78
00:23:EB:0A:CC:95 -56
00:23:EB:0A:BF:50 -57
00:25:84:22:FF:90 -77
00:25:84:22:EF:70 -80
00:17:DF:AA:9E:C3 -30
00:17:DF:AA:9E:C1 -27
00:21:55:60:EA:74 -83
00:17:DF:AA:9E:C2 -27
00:21:55:60:EA:70 -82

19 19
00:25:84:23:00:10 -55
00:17:DF:AA:9B:A2 -74
00:23:EB:0A:BD:F5 -80
00:17:DF:AA:9B:A3 -72
00:17:DF:AA:9B:A0 -72
00:17:DF:AA:9E:C0 -27
00:17:DF:AA:9B:A1 -71
00:23:EB:0A:C1:E0 -40
00:23:EB:3A:15:00 -61
00:25:84:23:1E:05 -77
00:23:EB:0A:CC:95 -57
00:23:EB:0A:BF:50 -58
00:25:84:22:FF:90 -77
00:25:84:22:EF:70 -80
00:17:DF:AA:9E:C3 -26
00:17:DF:AA:9E:C1 -27
00:21:55:60:EA:74 -83
00:17:DF:AA:9E:C2 -27
00:21:55:60:EA:70 -82

19 19
00:25:84:23:00:10 -46
00:17:DF:AA:9B:A2 -71
00:23:EB:0A:BD:F5 -80
00:17:DF:AA:9B:A3 -72
00:17:DF:AA:9B:A0 -72
00:17:DF:AA:9E:C0 -27
00:17:DF:AA:9B:A1 -71
00:23:EB:0A:C1:E0 -42
00:23:EB:3A:15:00 -59
00:25:84:23:1E:05 -77
00:23:EB:0A:CC:95 -58
00:23:EB:0A:BF:50 -58
00:25:84:22:FF:90 -73
00:25:84:22:EF:70 -80
00:17:DF:AA:9E:C3 -27
00:17:DF:AA:9E:C1 -26
00:21:55:60:EA:74 -83
00:17:DF:AA:9E:C2 -27
00:21:55:60:EA:70 -82

19 19
00:25:84:23:00:10 -56
00:17:DF:AA:9B:A2 -74
00:23:EB:0A:BD:F5 -72
00:17:DF:AA:9B:A3 -73
00:17:DF:AA:9B:A0 -72
00:17:DF:AA:9E:C0 -26
00:17:DF:AA:9B:A1 -73
00:23:EB:0A:C1:E0 -44
00:23:EB:3A:15:00 -61
00:25:84:23:1E:05 -77
00:23:EB:0A:CC:95 -56
00:23:EB:0A:BF:50 -60
00:25:84:22:FF:90 -73
00:25:84:22:EF:70 -80
00:17:DF:AA:9E:C3 -26
00:17:DF:AA:9E:C1 -26
00:21:55:60:EA:74 -83
00:17:DF:AA:9E:C2 -26
00:21:55:60:EA:70 -82

19 19
00:25:84:23:00:10 -58
00:17:DF:AA:9B:A2 -71
00:23:EB:0A:BD:F5 -77
00:17:DF:AA:9B:A3 -71
00:17:DF:AA:9B:A0 -71
00:17:DF:AA:9E:C0 -25
00:17:DF:AA:9B:A1 -73
00:23:EB:0A:C1:E0 -42
00:23:EB:3A:15:00 -58
00:25:84:23:1E:05 -77
00:23:EB:0A:CC:95 -56
00:23:EB:0A:BF:50 -58
00:25:84:22:FF:90 -77
00:25:84:22:EF:70 -80
00:17:DF:AA:9E:C3 -26
00:17:DF:AA:9E:C1 -26
00:21:55:60:EA:74 -83
00:17:DF:AA:9E:C2 -26
00:21:55:60:EA:70 -82

19 19
00:25:84:23:00:10 -46
00:17:DF:AA:9B:A2 -74
00:23:EB:0A:BD:F5 -79
00:17:DF:AA:9B:A3 -73
00:17:DF:AA:9B:A0 -74
00:17:DF:AA:9E:C0 -26
00:17:DF:AA:9B:A1 -73
00:23:EB:0A:C1:E0 -42
00:23:EB:3A:15:00 -61
00:25:84:23:1E:05 -77
00:23:EB:0A:CC:95 -58
00:23:EB:0A:BF:50 -58
00:25:84:22:FF:90 -77
00:25:84:22:EF:70 -80
00:17:DF:AA:9E:C3 -26
00:17:DF:AA:9E:C1 -26
00:21:55:60:EA:74 -83
00:17:DF:AA:9E:C2 -25
00:21:55:60:EA:70 -82

19 19
00:25:84:23:00:10 -59
00:17:DF:AA:9B:A2 -74
00:23:EB:0A:BD:F5 -73
00:17:DF:AA:9B:A3 -75
00:17:DF:AA:9B:A0 -74
00:17:DF:AA:9E:C0 -26
00:17:DF:AA:9B:A1 -73
00:23:EB:0A:C1:E0 -45
00:23:EB:3A:15:00 -58
00:25:84:23:1E:05 -77
00:23:EB:0A:CC:95 -58
00:23:EB:0A:BF:50 -58
00:25:84:22:FF:90 -77
00:25:84:22:EF:70 -80
00:17:DF:AA:9E:C3 -26
00:17:DF:AA:9E:C1 -26
00:21:55:60:EA:74 -82
00:17:DF:AA:9E:C2 -26
00:21:55:60:EA:70 -82

19 19
00:25:84:23:00:10 -46
00:17:DF:AA:9B:A2 -74
00:23:EB:0A:BD:F5 -72
00:17:DF:AA:9B:A3 -75
00:17:DF:AA:9B:A0 -74
00:17:DF:AA:9E:C0 -26
00:17:DF:AA:9B:A1 -73
00:23:EB:0A:C1:E0 -47
00:23:EB:3A:15:00 -58
00:25:84:23:1E:05 -78
00:23:EB:0A:CC:95 -59
00:23:EB:0A:BF:50 -59
00:25:84:22:FF:90 -77
00:25:84:22:EF:70 -80
00:17:DF:AA:9E:C3 -26
00:17:DF:AA:9E:C1 -25
00:21:55:60:EA:74 -82
00:17:DF:AA:9E:C2 -26
00:21:55:60:EA:70 -82

16 19
