% do not modify the content
% generated by machine
% format: dimension   meta_grid
%         bssid       signal_strength
%         ......      ......

#Grid 1 Record 1
#Grid 99 Record 2 is missing.

#Grid 99 Record 3 is missing.

#Grid 99 Record 4 is missing.

#991 NO DATA 
#Grid 100 Record 1 is missing.

#Grid 100 Record 2 is missing.

#Grid 100 Record 3 is missing.

#Grid 100 Record 4 is missing.

#1001 NO DATA 
#Grid 101 Record 1 is missing.

#Grid 101 Record 2 is missing.

#Grid 101 Record 3 is missing.

#Grid 101 Record 4 is missing.

#1011 NO DATA 
#Grid 102 Record 1 is missing.

#Grid 102 Record 2 is missing.

#Grid 102 Record 3 is missing.

#Grid 102 Record 4 is missing.

#1021 NO DATA 
#Grid 103 Record 1 is missing.

#Grid 103 Record 2 is missing.

#Grid 103 Record 3 is missing.

#Grid 103 Record 4 is missing.

#1031 NO DATA 
#Grid 104 Record 1 is missing.

#Grid 104 Record 2 is missing.

#Grid 104 Record 3 is missing.

#Grid 104 Record 4 is missing.

#1041 NO DATA 
#Grid 105 Record 1 is missing.

#Grid 105 Record 2 is missing.

#Grid 105 Record 3 is missing.

#Grid 105 Record 4 is missing.

#Grid 106 Record 1
27 106
02:5C:96:05:0E:A5 -91
00:1F:41:6C:E6:F8 -60
00:1F:41:2C:E6:F8 -74
00:24:01:65:70:A9 -78
00:15:EB:4D:1D:FA -89
00:22:B0:F8:9F:5C -89
00:15:EB:4D:1D:FC -89
00:1F:41:AC:E6:F8 -62
00:22:93:44:A0:E2 -67
3E:25:B3:38:8B:F9 -88
00:1F:41:EC:E6:F8 -62
00:25:12:72:29:05 -89
00:22:93:26:1D:42 -82
00:E0:FC:1A:D5:07 -72
00:25:12:72:29:02 -88
00:22:93:26:1D:40 -82
00:19:E0:64:64:C0 -92
00:19:E0:A5:05:E0 -87
00:16:B6:ED:46:10 -91
00:22:B0:95:83:F5 -78
00:1E:2A:66:37:12 -88
00:22:93:44:A0:E4 -74
00:17:9A:58:AD:B1 -56
00:14:BF:8A:C8:C7 -73
00:13:10:92:6E:0D -53
00:1E:8C:59:EF:7F -72
00:22:93:44:C8:53 -90

#Grid 106 Record 2
27 106
02:5C:96:05:0E:A5 -91
00:1F:41:6C:E6:F8 -60
00:1F:41:2C:E6:F8 -74
00:24:01:65:70:A9 -78
00:15:EB:4D:1D:FA -89
00:22:B0:F8:9F:5C -89
00:15:EB:4D:1D:FC -89
00:1F:41:AC:E6:F8 -62
00:22:93:44:A0:E2 -67
3E:25:B3:38:8B:F9 -88
00:1F:41:EC:E6:F8 -62
00:25:12:72:29:05 -89
00:22:93:26:1D:42 -82
00:25:12:72:29:02 -88
00:E0:FC:1A:D5:07 -72
00:22:93:26:1D:40 -82
00:19:E0:64:64:C0 -92
00:19:E0:A5:05:E0 -87
00:16:B6:ED:46:10 -91
00:22:B0:95:83:F5 -75
00:17:9A:58:AD:B1 -86
00:22:93:44:A0:E4 -74
00:1E:2A:66:37:12 -88
00:14:BF:8A:C8:C7 -73
00:13:10:92:6E:0D -53
00:1E:8C:59:EF:7F -72
00:22:93:44:C8:53 -90

#Grid 106 Record 3
27 106
02:5C:96:05:0E:A5 -91
00:1F:41:6C:E6:F8 -60
00:24:01:65:70:A9 -78
00:1F:41:2C:E6:F8 -74
00:15:EB:4D:1D:FA -89
00:22:B0:F8:9F:5C -89
00:15:EB:4D:1D:FC -89
00:1F:41:AC:E6:F8 -62
00:22:93:44:A0:E2 -67
3E:25:B3:38:8B:F9 -88
00:1F:41:EC:E6:F8 -62
00:25:12:72:29:05 -89
00:22:93:26:1D:42 -82
00:E0:FC:1A:D5:07 -72
00:25:12:72:29:02 -88
00:22:93:26:1D:40 -82
00:19:E0:64:64:C0 -92
00:19:E0:A5:05:E0 -87
00:16:B6:ED:46:10 -91
00:22:B0:95:83:F5 -77
00:17:9A:58:AD:B1 -86
00:22:93:44:A0:E4 -74
00:1E:2A:66:37:12 -88
00:14:BF:8A:C8:C7 -73
00:13:10:92:6E:0D -52
00:1E:8C:59:EF:7F -72
00:22:93:44:C8:53 -90

#Grid 106 Record 4 is missing.

